date, pm25, pm10
2022-08-17,10,14
2022-08-18,12,16
2022-08-19,16,12
2022-08-20,9,8
2022-08-21,4,9
2022-08-22,7,15
2022-08-23,14,20
2022-08-24,21,18
2022-08-25,21,10
2022-08-26,8,8
2022-08-27,6,8
2022-08-28,7,6
2022-08-29,6,6
2022-08-30,5,8
2022-08-31,7,26
2022-09-01,28,29
2022-09-02,34,27
2022-09-03,39,25
2022-09-04,32, 
2022-09-08,8,16
2022-09-09,13,14
2022-09-10,12,12
2022-09-11,13,21
2022-09-12,22,24
2022-09-13,31,28
2022-09-14,37,23
2022-09-15,31,15
2022-09-16,16,13
2022-09-17,11,16
2022-09-18,20,12
2022-09-19,13,20
2022-09-20,24,34
2022-09-21,41,13
2022-09-22,11,37
2022-09-23,41,34
2022-09-24,42,24
2022-09-25,29,52
2022-09-26,76,55
2022-09-27,75, 
2022-09-29,10,13
2022-09-30,7,20
2022-04-07,53,51
2022-04-08,70,39
2022-04-09,48,26
2022-04-10,32,29
2022-04-11,37,21
2022-04-12,28,30
2022-04-13,39,31
2022-04-14,45,34
2022-04-15,50,27
2022-04-16,32,30
2022-04-17,33,22
2022-04-18,21,29
2022-04-19,27,48
2022-04-20,44,30
2022-04-21,43, 
2022-04-28,16,16
2022-04-29,20,11
2022-04-30,16,14
2022-05-01,8,21
2022-05-02,24,33
2022-05-03,37,37
2022-05-04,45,47
2022-05-05,66,24
2022-05-06,27,13
2022-05-07,16,9
2022-05-08,10,17
2022-05-09,21,17
2022-05-10,19,17
2022-05-11,19,17
2022-05-12,17,22
2022-05-13,24,23
2022-05-14,18,28
2022-05-15,25,15
2022-05-16,10,20
2022-05-17,17,21
2022-05-18,21,23
2022-05-19,26,14
2022-05-20,16,18
2022-05-21,23,14
2022-05-22,18,9
2022-05-23,8,14
2022-05-24,14,33
2022-05-25,41,21
2022-05-26,22,21
2022-05-27,22,17
2022-05-28,18,17
2022-05-29,18,18
2022-05-30,18,21
2022-05-31,20,16
2022-06-01,17,20
2022-06-02,21,20
2022-06-03,17,20
2022-06-04,19,15
2022-06-05,13,21
2022-06-06,22,20
2022-06-07,22,17
2022-06-08,16,16
2022-06-09,15,20
2022-06-10,18,20
2022-06-11,21,21
2022-06-12,24,19
2022-06-13,18,28
2022-06-14,21,17
2022-06-15,20,14
2022-06-16,11,14
2022-06-17,12,19
2022-06-18,19,17
2022-06-19,18,15
2022-06-20,15,16
2022-06-21,17,13
2022-06-22,15,14
2022-06-23,16,8
2022-06-24,9,7
2022-06-25,7,9
2022-06-26,10,10
2022-06-27,11,15
2022-06-28,14,14
2022-06-29,15,17
2022-06-30,13,27
2022-01-03,105,63
2022-01-04,104,43
2022-01-05,68,33
2022-01-06,50,46
2022-01-07,66,52
2022-01-08,79,53
2022-01-09,84,52
2022-01-10,90,29
2022-01-11,34,43
2022-01-12,43,41
2022-01-13,56, 
2022-01-15,114,48
2022-01-16,77,19
2022-01-17,21,29
2022-01-18,36,39
2022-01-19,43,51
2022-01-20,66,53
2022-01-21,85,28
2022-01-22,39,29
2022-01-23,42,25
2022-01-24,32, 
2022-01-27,38,26
2022-01-28,39,42
2022-01-29,68,36
2022-01-30,44,18
2022-01-31,24,21
2022-02-01,29,28
2022-02-02,38,18
2022-02-03,23,26
2022-02-04,37,29
2022-02-05,44,42
2022-02-06,76,46
2022-02-07,79,16
2022-02-08,24,17
2022-02-09,23,29
2022-02-10,40,35
2022-02-11,55,33
2022-02-12,47,18
2022-02-13,23,26
2022-02-14,31,37
2022-02-15,47,26
2022-02-16,40,33
2022-02-17,39,19
2022-02-18,27,10
2022-02-19,8,5
2022-02-20,6,13
2022-02-21,15,16
2022-02-22,18,22
2022-02-23,26,25
2022-02-24,31,52
2022-02-25,67,48
2022-02-26,69,62
2022-02-27,116,53
2022-02-28,94,34
2022-03-01,53,53
2022-03-02,94,43
2022-03-03,80,30
2022-03-04,51,26
2022-03-05,37,23
2022-03-06,34,26
2022-03-07,33, 
2022-03-12,33,27
2022-03-13,35, 
2021-12-28,65,48
2021-12-29,62,33
2021-12-30,47,50
2021-12-31,80,62
2022-01-01,109,46
2022-01-02,70,62
2023-10-31, ,3
2023-11-14, ,5
2023-11-19, ,5
2023-10-26, ,2
2023-07-11, ,3
2023-07-18, ,3
2023-07-23, ,1
2023-08-04, ,3
2023-08-16, ,2
2023-09-17, ,1
2023-04-02, ,24
2023-05-24, ,15
2023-01-18, ,59
2023-02-09, ,19
2022-10-04, ,18
2022-11-23, ,22
2022-11-30, ,18
2022-07-19, ,12
2022-09-07, ,14
2022-09-28, ,16
2022-04-06, ,42
2022-04-27, ,14
2022-01-14, ,61
2022-01-26, ,25
2022-03-11, ,26
2021-12-27, ,52
