date,pm25,pm10,o3,no2,so2,co,aqi
3/9/2014,73,0,4,17,1,17,73
3/10/2014,55.6,0,2,22,2,26,55.6
3/11/2014,114.1,0,2,25,2,29,114.1
3/12/2014,99,0,4,19,2,24,99
3/13/2014,30.4,0,7,26,2,18,30.4
3/14/2014,74.8,0,11,34,3,22,74.8
3/15/2014,89.1,0,11,25,2,19,89.1
3/16/2014,101.8,0,8,27,4,33,101.8
3/17/2014,103.5,0,1,21,2,23,103.5
3/18/2014,185.5,0,2,27,2,30,185.5
3/19/2014,93.1,0,1,26,2,28,93.1
3/20/2014,89.9,0,2,19,1,12,89.9
3/21/2014,80.1,0,16,22,1,14,80.1
3/22/2014,98.9,0,7,19,1,22,98.9
3/23/2014,112.4,0,3,30,2,22,112.4
3/24/2014,110.7,0,9,28,2,19,110.7
3/25/2014,66.4,0,14,28,2,23,66.4
3/26/2014,54,0,7,25,2,23,54
3/27/2014,37.4,0,4,20,2,23,37.4
3/28/2014,69.8,0,4,19,2,25,69.8
3/29/2014,34.3,0,1,24,2,21,34.3
3/30/2014,54,0,5,30,2,23,54
3/31/2014,46.5,0,11,33,2,28,46.5
4/1/2014,41.4,0,6,30,2,26,41.4
4/2/2014,151.3,0,6,26,5,28,151.3
4/3/2014,45.7,0,4,30,8,26,45.7
4/4/2014,68,0,12,35,7,30,68
4/5/2014,33.6,0,5,31,7,20,33.6
4/6/2014,45.5,0,17,36,7,23,45.5
4/7/2014,47.9,0,10,30,12,26,47.9
4/8/2014,137,0,9,25,13,20,137
4/9/2014,36.1,0,8,21,13,22,36.1
4/10/2014,48.6,0,5,19,13,23,48.6
4/11/2014,43,0,3,19,14,22,43
4/12/2014,40,0,2,19,14,20,40
4/13/2014,35.4,0,1,22,15,28,35.4
4/14/2014,76.7,0,1,16,14,20,76.7
4/15/2014,72.8,0,1,17,14,19,72.8
4/16/2014,36,0,2,21,15,24,36
4/17/2014,89.2,0,4,21,15,25,89.2
4/18/2014,42.7,0,3,18,16,23,42.7
4/19/2014,43.6,0,1,20,15,24,43.6
4/20/2014,156.3,0,1,15,15,21,156.3
4/21/2014,43.1,0,1,18,16,30,43.1
4/22/2014,119.9,0,1,15,16,26,119.9
4/23/2014,213.4,0,1,19,16,27,213.4
4/24/2014,38.9,0,1,21,16,27,38.9
4/25/2014,36,0,2,25,16,21,36
4/26/2014,53.6,0,4,14,14,16,53.6
4/27/2014,47.8,0,15,15,11,25,47.8
4/28/2014,65.4,0,6,17,7,23,65.4
4/29/2014,45.4,0,8,14,6,12,45.4
4/30/2014,47.9,0,19,14,6,15,47.9
5/1/2014,33.2,0,31,17,7,16,33.2
5/2/2014,56,0,36,18,6,19,56
5/3/2014,51.8,0,11,16,6,15,51.8
5/4/2014,107.1,0,25,15,6,13,107.1
5/5/2014,77.4,0,31,20,8,16,77.4
5/6/2014,34.9,0,29,23,10,28,34.9
5/7/2014,103.1,0,12,22,6,27,103.1
5/8/2014,98.5,0,12,26,7,21,98.5
5/9/2014,106.4,0,26,23,7,16,106.4
5/10/2014,88.6,0,26,24,8,14,88.6
5/11/2014,78.3,0,70,31,8,24,78.3
5/12/2014,83.9,0,13,29,7,19,83.9
5/13/2014,58.3,0,23,31,8,17,58.3
5/14/2014,84.3,0,39,26,8,15,84.3
5/15/2014,130.6,0,34,31,7,23,130.6
5/16/2014,65.3,0,7,27,9,17,65.3
5/17/2014,75.3,0,12,16,6,12,75.3
5/18/2014,68.1,0,13,33,10,27,68.1
5/19/2014,71.1,0,30,21,6,19,71.1
5/20/2014,78.3,0,9,19,7,16,78.3
5/21/2014,66.9,0,14,23,7,16,66.9
5/22/2014,72.2,0,17,25,7,15,72.2
5/23/2014,52.6,0,18,21,6,14,52.6
5/24/2014,44.5,0,23,17,6,12,44.5
5/25/2014,48.8,0,9,20,6,23,48.8
5/26/2014,115.8,0,12,23,6,22,115.8
5/27/2014,74.9,0,7,29,7,24,74.9
5/28/2014,41.9,0,12,16,5,23,41.9
5/29/2014,46.2,0,5,20,6,20,46.2
5/30/2014,59,0,7,17,7,16,59
5/31/2014,56,0,10,5,6,14,56
6/1/2014,183.1,0,9,17,6,15,183.1
6/2/2014,224.4,0,22,23,6,17,224.4
6/3/2014,181.5,0,13,18,6,19,181.5
6/4/2014,31.7,0,15,24,6,23,31.7
6/5/2014,41.4,0,25,26,7,21,41.4
6/6/2014,121.8,0,25,20,6,12,121.8
6/7/2014,59.5,0,37,18,6,13,59.5
6/8/2014,66.4,0,37,29,7,20,66.4
6/9/2014,57.6,0,33,27,7,21,57.6
6/10/2014,101.1,0,17,0,0,0,101.1
6/17/2014,47.6,0,0,41,6,27,47.6
6/18/2014,39.4,0,7,32,6,26,39.4
6/19/2014,44.3,0,5,22,6,20,44.3
6/20/2014,114.3,0,11,27,6,19,114.3
6/21/2014,71.1,0,30,16,6,15,71.1
6/22/2014,49.9,0,7,31,6,30,49.9
6/23/2014,129.2,0,21,37,6,26,129.2
6/24/2014,91.2,0,9,33,6,26,91.2
6/25/2014,66,0,4,22,6,18,66
6/26/2014,52.4,0,17,26,6,18,52.4
6/27/2014,61.4,0,15,24,6,16,61.4
6/28/2014,30.2,0,10,28,6,17,30.2
6/29/2014,193.6,0,6,21,6,17,193.6
6/30/2014,61.3,0,6,22,6,20,61.3
7/1/2014,45.1,0,6,25,6,21,45.1
7/2/2014,35.3,0,6,24,6,19,35.3
7/3/2014,66.8,0,6,26,7,17,66.8
7/4/2014,77.7,0,6,23,7,19,77.7
7/5/2014,72.9,0,6,27,7,20,72.9
7/6/2014,63.4,0,6,27,7,20,63.4
7/7/2014,38.8,0,6,21,7,15,38.8
7/8/2014,107.4,0,18,26,8,21,107.4
7/9/2014,118.5,0,4,21,8,19,118.5
7/10/2014,150.8,0,14,24,8,23,150.8
7/11/2014,82.5,0,3,16,10,17,82.5
7/12/2014,103.5,0,2,7,9,10,103.5
7/13/2014,92.5,0,2,0,0,0,92.5
7/15/2014,50.9,0,0,29,8,24,50.9
7/16/2014,42.4,0,1,26,8,27,42.4
7/17/2014,39.8,0,2,14,9,11,39.8
7/18/2014,33.4,0,22,12,8,9,33.4
7/19/2014,43.7,0,6,16,8,14,43.7
7/20/2014,56.4,0,3,24,8,23,56.4
7/21/2014,104.3,0,2,34,9,21,104.3
7/22/2014,39.8,0,12,21,9,17,39.8
7/23/2014,35.7,0,30,29,9,20,35.7
7/24/2014,52.4,0,26,10,8,7,52.4
7/25/2014,54.1,0,3,0,0,0,54.1
7/27/2014,39,0,0,31,9,25,39
7/28/2014,32.2,0,5,23,9,18,32.2
7/29/2014,41.5,0,13,20,9,16,41.5
7/30/2014,32.6,0,8,30,9,21,32.6
7/31/2014,108.6,0,9,26,9,21,108.6
8/1/2014,43.8,0,3,23,9,16,43.8
8/2/2014,62.3,0,13,19,9,11,62.3
8/3/2014,34.2,0,20,23,9,17,34.2
8/4/2014,59.9,0,17,20,9,20,59.9
8/5/2014,71.3,0,2,24,8,22,71.3
8/6/2014,64.6,0,2,27,9,29,64.6
8/7/2014,76.9,0,2,27,10,21,76.9
8/8/2014,201.7,0,4,25,9,21,201.7
8/9/2014,43.3,0,5,10,10,18,43.3
8/10/2014,101.7,0,6,19,11,19,101.7
8/11/2014,31.1,0,3,18,11,15,31.1
8/12/2014,60.7,0,25,15,9,10,60.7
8/13/2014,165.8,0,15,19,9,13,165.8
8/14/2014,95.2,0,24,20,10,14,95.2
8/15/2014,73.3,0,5,25,11,20,73.3
8/16/2014,112.5,0,6,0,0,0,112.5
8/17/2014,62.4,0,0,32,10,26,62.4
8/18/2014,56.7,0,4,17,9,17,56.7
8/19/2014,178.1,0,4,23,10,18,178.1
8/20/2014,46.9,0,15,42,14,29,46.9
8/21/2014,38.9,0,7,23,10,24,38.9
8/22/2014,100,0,3,21,11,17,100
8/23/2014,95,0,3,21,12,21,95
8/24/2014,71.1,0,3,23,11,21,71.1
8/25/2014,139.4,0,2,18,11,18,139.4
8/26/2014,73.8,0,4,17,11,14,73.8
8/27/2014,89.1,0,9,12,11,9,89.1
8/28/2014,52.8,0,11,16,9,16,52.8
8/29/2014,86.7,0,6,21,11,13,86.7
8/30/2014,59.4,0,9,21,11,18,59.4
8/31/2014,41.6,0,24,16,11,13,41.6
9/1/2014,52.6,0,4,20,10,21,52.6
9/2/2014,106.9,0,3,23,11,22,106.9
9/3/2014,41.5,0,3,30,13,24,41.5
9/4/2014,89.4,0,5,25,13,25,89.4
9/5/2014,75.1,0,3,23,12,23,75.1
9/6/2014,59.6,0,3,24,12,18,59.6
9/7/2014,44.6,0,37,33,12,26,44.6
9/8/2014,53.1,0,19,29,0,22,53.1
9/9/2014,196,0,15,21,0,20,196
9/10/2014,38.7,0,4,23,0,21,38.7
9/11/2014,76.6,0,3,24,0,23,76.6
9/12/2014,50.8,0,3,26,0,20,50.8
9/13/2014,83.4,0,8,25,0,17,83.4
9/14/2014,85,0,13,22,0,15,85
9/15/2014,66.2,0,19,11,0,10,66.2
9/16/2014,57.9,0,27,11,0,11,57.9
9/17/2014,40.2,0,19,18,0,21,40.2
9/18/2014,34.1,0,4,26,0,26,34.1
9/19/2014,33.2,0,5,20,0,19,33.2
9/20/2014,56.7,0,4,22,0,15,56.7
9/21/2014,93.9,0,18,18,0,13,93.9
9/22/2014,68.8,0,10,43,0,0,68.8
9/23/2014,39.2,0,40,29,0,0,40
9/24/2014,79.3,0,20,0,0,28,79.3
9/25/2014,45.8,0,42,52,0,25,52
9/26/2014,27.5,0,3,26,0,23,27.5
9/27/2014,49.6,0,2,18,0,18,49.6
9/28/2014,74.2,0,2,17,0,25,74.2
9/29/2014,106,0,2,24,0,19,106
9/30/2014,79.4,0,7,29,0,24,79.4
10/1/2014,209.1,0,5,28,0,24,209.1
10/2/2014,84.3,0,17,32,0,25,84.3
10/3/2014,82.6,0,14,25,0,22,82.6
10/4/2014,113.6,0,16,12,0,9,113.6
10/5/2014,79.9,0,5,20,0,12,79.9
10/6/2014,105.7,0,35,33,0,19,105.7
10/7/2014,90.4,0,25,32,0,23,90.4
10/8/2014,50.8,0,31,34,0,22,50.8
10/9/2014,74.1,0,31,37,0,30,74.1
10/10/2014,59.9,0,38,26,0,22,59.9
10/11/2014,72.5,0,30,0,0,0,72.5
10/12/2014,76.5,0,0,37,0,19,76.5
10/13/2014,82.5,0,25,38,0,20,82.5
10/14/2014,85.9,0,28,33,0,19,85.9
10/15/2014,61.4,0,29,39,0,25,61.4
10/16/2014,102.2,0,27,32,0,31,102.2
10/17/2014,162.6,0,15,29,0,21,162.6
10/18/2014,103.2,0,15,29,0,20,103.2
10/19/2014,121.2,0,14,26,0,23,121.2
10/20/2014,49.8,0,12,26,0,26,49.8
10/21/2014,79.6,0,15,15,0,14,79.6
10/22/2014,69.9,0,6,20,0,17,69.9
10/23/2014,209.4,0,9,24,0,18,209.4
10/24/2014,45.4,0,10,15,0,17,45.4
10/25/2014,44.7,0,11,0,0,0,44.7
10/27/2014,131.4,0,0,22,0,27,131.4
10/28/2014,121.6,0,14,15,0,18,121.6
10/29/2014,133,0,4,14,0,20,133
10/30/2014,81.9,0,8,15,0,23,81.9
10/31/2014,111,0,4,14,0,19,111
11/1/2014,71.8,0,4,13,0,13,71.8
11/2/2014,104.5,0,5,17,0,12,104.5
11/3/2014,100,0,5,26,0,18,100
11/4/2014,89.6,0,12,31,0,27,89.6
11/5/2014,87.2,0,18,14,0,17,87.2
11/6/2014,56.7,0,10,11,0,12,56.7
11/7/2014,64.8,0,3,14,0,11,64.8
11/8/2014,75.1,0,3,14,0,13,75.1
11/9/2014,86.5,0,2,13,0,22,86.5
11/10/2014,113.6,0,19,11,0,16,113.6
11/11/2014,120.9,0,17,14,0,12,120.9
11/12/2014,71.5,0,9,17,0,12,71.5
11/13/2014,62.4,0,23,24,0,14,62.4
11/14/2014,46.1,0,27,27,0,17,46.1
11/15/2014,0,0,15,15,0,12,15
11/16/2014,0,0,21,17,0,13,21
11/17/2014,0,0,15,16,0,12,16
11/18/2014,0,0,17,20,0,17,20
11/19/2014,0,0,30,31,0,19,31
11/20/2014,0,0,27,36,0,24,36
11/21/2014,0,0,20,26,0,18,26
11/22/2014,0,0,24,25,0,17,25
11/23/2014,0,0,43,23,0,21,43
11/24/2014,0,0,67,24,0,17,67
11/25/2014,0,0,73,19,0,14,73
11/26/2014,0,0,189,18,0,19,189
11/27/2014,0,0,189,16,0,16,189
11/28/2014,0,0,185,14,0,10,185
11/29/2014,0,0,196,18,0,16,196
11/30/2014,0,0,181,21,0,17,181
12/1/2014,0,0,118,15,0,14,118
12/2/2014,0,0,20,15,0,15,20
12/3/2014,0,0,10,17,0,14,17
12/4/2014,0,0,9,23,0,14,23
12/5/2014,0,0,12,25,0,15,25
12/6/2014,0,0,11,13,0,9,13
12/7/2014,0,0,11,24,0,12,24
12/8/2014,0,0,15,31,0,21,31
12/9/2014,0,0,8,16,0,13,16
12/10/2014,0,0,9,17,0,12,17
12/11/2014,0,0,9,14,0,11,14
12/12/2014,0,0,9,22,0,15,22
12/13/2014,0,0,10,31,0,16,31
12/14/2014,0,0,10,30,0,18,30
12/15/2014,0,0,10,21,0,11,21
12/16/2014,0,0,10,20,0,13,20
12/17/2014,0,0,10,27,0,26,27
12/18/2014,0,0,10,30,0,37,37
12/19/2014,0,0,10,31,0,23,31
12/20/2014,0,0,10,21,0,14,21
12/21/2014,0,0,10,23,0,17,23
12/22/2014,0,0,10,35,0,23,35
12/23/2014,0,0,10,43,0,31,43
12/24/2014,0,0,10,39,0,31,39
12/25/2014,0,0,11,25,0,27,27
12/26/2014,0,0,11,15,4,14,15
12/27/2014,0,0,10,0,0,0,10
12/31/2014,0,0,0,30,8,16,30
1/1/2015,0,0,8,36,14,17,36
1/2/2015,0,0,5,35,19,18,35
1/3/2015,0,0,4,29,5,17,29
1/4/2015,0,0,4,24,2,24,24
1/5/2015,0,0,10,22,8,29,29
1/6/2015,0,0,15,14,3,16,16
1/7/2015,0,0,13,8,3,11,13
1/8/2015,0,0,4,9,4,13,13
1/9/2015,0,0,4,6,0,8,8
1/10/2015,0,0,5,7,0,6,7
1/11/2015,0,0,6,10,2,12,12
1/12/2015,0,0,6,14,5,20,20
1/13/2015,0,0,5,17,7,25,25
1/14/2015,0,0,5,22,7,27,27
1/15/2015,0,0,5,20,9,18,20
1/16/2015,0,0,8,18,5,16,18
1/17/2015,0,0,5,23,8,19,23
1/18/2015,0,0,8,44,8,33,44
1/19/2015,0,0,7,28,5,23,28
1/20/2015,0,0,7,24,2,27,27
1/21/2015,0,0,11,26,1,20,26
1/22/2015,0,0,13,23,0,13,23
1/23/2015,0,0,8,23,0,12,23
1/24/2015,0,0,11,24,1,12,24
1/25/2015,0,0,8,23,0,14,23
1/26/2015,0,0,11,22,1,12,22
1/27/2015,0,0,7,18,0,10,18
1/28/2015,0,0,15,19,0,12,19
1/29/2015,0,0,27,18,1,21,27
1/30/2015,0,0,13,7,0,16,16
1/31/2015,0,0,7,5,0,11,11
2/1/2015,0,0,6,7,0,14,14
2/2/2015,0,0,7,15,0,28,28
2/3/2015,0,0,15,7,0,25,25
2/4/2015,0,0,8,6,0,11,11
2/5/2015,0,0,7,11,0,15,15
2/6/2015,0,0,7,9,0,18,18
2/7/2015,0,0,7,14,0,14,14
2/8/2015,0,0,11,13,1,25,25
2/9/2015,0,0,7,20,3,29,29
2/10/2015,0,0,24,10,0,21,24
2/11/2015,0,0,7,25,2,19,25
2/12/2015,0,0,18,28,3,22,28
2/13/2015,0,0,21,10,1,26,26
2/14/2015,0,0,9,15,2,20,20
2/15/2015,0,0,24,20,4,21,24
2/16/2015,0,0,48,0,0,0,48
2/17/2015,0,0,0,14,2,11,14
2/18/2015,0,0,18,11,2,7,18
2/19/2015,0,0,46,11,1,6,46
2/20/2015,0,0,45,12,1,6,45
2/21/2015,0,0,38,12,2,8,38
2/22/2015,0,0,48,14,2,9,48
2/23/2015,0,0,42,12,2,11,42
2/24/2015,0,0,39,7,1,1,39
2/25/2015,0,0,37,0,0,0,37
2/26/2015,0,0,0,15,2,11,15
2/27/2015,0,0,40,12,1,9,40
2/28/2015,0,0,38,15,2,15,38
3/1/2015,0,0,29,13,2,12,29
3/2/2015,0,0,21,18,2,15,21
3/3/2015,0,0,31,24,4,27,31
3/4/2015,0,0,19,18,3,25,25
3/5/2015,0,0,21,8,1,14,21
3/6/2015,0,0,34,5,1,11,34
3/7/2015,0,0,22,12,2,18,22
3/8/2015,0,0,31,15,3,26,31
3/9/2015,0,0,32,14,3,18,32
3/10/2015,0,0,46,12,2,20,46
3/11/2015,0,0,31,11,2,15,31
3/12/2015,0,0,22,16,3,25,25
3/13/2015,0,0,27,15,3,19,27
3/14/2015,0,0,29,16,3,19,29
3/15/2015,0,0,38,14,3,16,38
3/16/2015,0,0,48,20,4,18,48
3/17/2015,0,0,46,22,4,18,46
3/18/2015,0,0,41,21,4,19,41
3/19/2015,0,0,43,18,3,20,43
3/20/2015,0,0,55,19,4,18,55
3/21/2015,0,0,40,22,4,17,40
3/22/2015,0,0,33,25,4,23,33
3/23/2015,0,0,38,18,2,13,38
3/24/2015,0,0,28,18,3,14,28
3/25/2015,0,0,26,22,4,21,26
3/26/2015,0,0,31,29,4,25,31
3/27/2015,0,0,37,26,4,16,37
3/28/2015,0,0,31,9,2,3,31
3/29/2015,0,0,19,14,3,11,19
3/30/2015,0,0,60,16,3,9,60
3/31/2015,0,0,87,17,3,11,87
4/1/2015,0,0,33,24,4,18,33
4/2/2015,0,0,29,27,6,18,29
4/3/2015,0,0,32,20,5,13,32
4/4/2015,0,0,26,14,3,9,26
4/5/2015,0,0,78,13,4,15,78
4/6/2015,0,0,42,18,4,20,42
4/7/2015,0,0,68,18,3,14,68
4/8/2015,0,0,27,20,4,15,27
4/9/2015,0,0,20,16,3,11,20
4/10/2015,0,0,16,25,5,13,25
4/11/2015,0,0,20,22,4,13,22
4/12/2015,0,0,21,31,5,13,31
4/13/2015,0,0,37,38,5,14,38
4/14/2015,0,0,26,28,4,10,28
4/15/2015,0,0,19,34,5,20,34
4/16/2015,0,0,23,24,4,12,24
4/17/2015,0,0,48,26,4,16,48
4/18/2015,0,0,34,31,5,17,34
4/19/2015,0,0,33,31,5,16,33
4/20/2015,0,0,27,38,15,17,38
4/21/2015,0,0,28,29,52,12,52
4/22/2015,0,0,24,28,48,13,48
4/23/2015,0,0,23,28,41,11,41
4/24/2015,0,0,26,28,38,14,38
4/25/2015,0,0,28,34,37,12,37
4/26/2015,0,0,22,42,36,18,42
4/27/2015,0,0,48,29,32,12,48
4/28/2015,0,0,32,26,31,12,32
4/29/2015,0,0,31,8,27,3,31
4/30/2015,0,0,16,21,25,9,25
5/1/2015,0,0,12,27,28,11,28
5/2/2015,0,0,23,26,27,11,27
5/3/2015,0,0,24,28,28,16,28
5/4/2015,0,0,16,27,28,16,28
5/5/2015,0,0,15,30,28,17,30
5/6/2015,0,0,21,24,27,15,27
5/7/2015,0,0,19,31,28,16,31
5/8/2015,0,0,19,27,26,13,27
5/9/2015,0,0,22,0,0,0,22
5/10/2015,0,0,0,49,28,23,49
5/11/2015,0,0,16,31,25,16,31
5/12/2015,0,0,48,26,25,11,48
5/13/2015,0,0,19,23,26,10,26
5/14/2015,0,0,20,28,25,14,28
5/15/2015,0,0,15,23,26,11,26
5/16/2015,0,0,30,30,25,13,30
5/17/2015,0,0,28,33,27,17,33
5/18/2015,0,0,22,37,26,17,37
5/19/2015,0,0,17,29,26,15,29
5/20/2015,0,0,23,23,23,13,23
5/21/2015,0,0,21,32,25,17,32
5/22/2015,0,0,20,31,29,12,31
5/23/2015,0,0,27,20,25,9,27
5/24/2015,0,0,28,23,23,17,28
5/25/2015,0,0,28,0,0,0,28
5/26/2015,0,0,0,0,0,0,0
5/27/2015,0,0,0,32,35,15,35
5/28/2015,0,0,14,31,34,14,34
5/29/2015,0,0,13,38,33,16,38
5/30/2015,0,0,16,32,30,13,32
5/31/2015,0,0,12,35,29,14,35
6/1/2015,0,0,16,34,27,14,34
6/2/2015,0,0,18,31,28,14,31
6/3/2015,0,0,26,38,27,15,38
6/4/2015,0,0,19,20,26,12,26
6/5/2015,0,0,32,35,26,15,35
6/6/2015,0,0,40,20,25,16,40
6/7/2015,0,0,19,52,29,32,52
6/8/2015,0,0,25,31,27,18,31
6/9/2015,0,0,13,12,26,14,26
6/10/2015,0,0,6,7,23,11,23
6/11/2015,0,0,6,14,24,11,24
6/12/2015,0,0,6,12,25,10,25
6/13/2015,0,0,7,7,23,9,23
6/14/2015,0,0,7,10,24,11,24
6/15/2015,0,0,5,15,25,12,25
6/16/2015,0,0,31,29,27,11,31
6/17/2015,0,0,19,19,28,14,28
6/18/2015,0,0,14,22,28,15,28
6/19/2015,0,0,19,21,27,17,27
6/20/2015,0,0,23,10,27,13,27
6/21/2015,0,0,16,1,26,11,26
6/22/2015,0,0,21,19,26,10,26
6/23/2015,0,0,21,7,26,5,26
6/24/2015,0,0,86,18,24,12,86
6/25/2015,0,0,21,26,28,13,28
6/26/2015,0,0,15,26,29,11,29
6/27/2015,0,0,15,23,29,9,29
6/28/2015,0,0,15,28,30,15,30
6/29/2015,0,0,12,29,31,15,31
6/30/2015,0,0,13,25,33,13,33
7/1/2015,0,0,15,28,32,15,32
7/2/2015,0,0,15,34,34,15,34
7/3/2015,0,0,12,23,29,9,29
7/4/2015,0,0,13,19,24,8,24
7/5/2015,0,0,22,22,24,9,24
7/6/2015,0,0,26,31,25,13,31
7/7/2015,0,0,21,33,27,15,33
7/8/2015,0,0,20,30,26,13,30
7/9/2015,0,0,17,27,26,11,27
7/10/2015,0,0,14,24,26,13,26
7/11/2015,0,0,13,23,38,11,38
7/12/2015,0,0,19,18,61,11,61
7/13/2015,0,0,11,20,47,14,47
7/14/2015,0,0,20,15,26,17,26
7/15/2015,0,0,5,8,25,11,25
7/16/2015,0,0,5,9,24,9,24
7/17/2015,0,0,5,11,25,10,25
7/18/2015,0,0,5,12,25,11,25
7/19/2015,0,0,5,6,24,12,24
7/20/2015,0,0,5,0,0,0,5
7/21/2015,0,0,0,14,29,12,29
7/22/2015,0,0,5,9,25,14,25
7/23/2015,0,0,5,10,25,13,25
7/24/2015,0,0,8,9,25,12,25
7/25/2015,0,0,5,11,25,11,25
7/26/2015,0,0,6,10,25,14,25
7/27/2015,0,0,4,13,25,13,25
7/28/2015,0,0,3,9,26,12,26
7/29/2015,0,0,10,18,26,12,26
7/30/2015,0,0,8,14,26,14,26
7/31/2015,0,0,8,11,27,12,27
8/1/2015,0,0,15,10,27,9,27
8/2/2015,0,0,19,12,26,10,26
8/3/2015,0,0,12,14,26,14,26
8/4/2015,0,0,10,15,26,15,26
8/5/2015,0,0,9,14,25,15,25
8/6/2015,0,0,6,22,26,16,26
8/7/2015,0,0,6,21,27,17,27
8/8/2015,0,0,5,16,27,15,27
8/9/2015,0,0,5,18,28,14,28
8/10/2015,0,0,6,30,28,18,30
8/11/2015,0,0,16,27,21,16,27
8/12/2015,0,0,20,27,11,21,27
8/13/2015,0,0,23,27,11,18,27
8/14/2015,0,0,20,23,11,14,23
8/15/2015,0,0,16,21,11,12,21
8/16/2015,0,0,16,21,12,16,21
8/17/2015,0,0,15,30,11,18,30
8/18/2015,0,0,15,23,9,17,23
8/19/2015,0,0,18,16,10,7,18
8/20/2015,0,0,18,24,11,12,24
8/21/2015,0,0,16,30,12,16,30
8/22/2015,0,0,18,31,15,16,31
8/23/2015,0,0,20,37,13,21,37
8/24/2015,0,0,36,30,12,18,36
8/25/2015,0,0,20,32,11,16,32
8/26/2015,0,0,14,23,9,13,23
8/27/2015,0,0,13,0,0,0,13
8/30/2015,0,0,0,25,12,10,25
8/31/2015,0,0,13,21,13,13,21
9/1/2015,0,0,13,19,11,12,19
9/2/2015,0,0,13,25,9,23,25
9/3/2015,0,0,13,21,10,21,21
9/4/2015,0,0,13,20,10,13,20
9/5/2015,0,0,13,19,10,13,19
9/6/2015,0,0,401,23,11,18,401
9/7/2015,0,0,500,30,10,23,500
9/8/2015,0,0,0,26,12,27,27
9/9/2015,0,0,84,26,12,18,84
9/10/2015,0,0,64,33,12,19,64
9/11/2015,0,0,241,26,14,15,241
9/12/2015,0,0,193,20,13,8,193
9/13/2015,0,0,56,22,12,9,56
9/14/2015,0,0,25,23,12,11,25
9/15/2015,0,0,14,32,13,17,32
9/16/2015,0,0,13,24,12,17,24
9/17/2015,0,0,13,24,11,25,25
