,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi,mức độ ô nhiễm
83,Bảo Thắng,26/03/2022,74,58,17,6,35,14,74,Vừa Phải
84,Bảo Thắng,27/03/2022,82,24,15,4,12,3,82,Vừa Phải
85,Bảo Thắng,28/03/2022,26,39,8,8,2,2,39,Tốt
86,Bảo Thắng,29/03/2022,50,48,10,9,5,4,50,Tốt
87,Bảo Thắng,30/03/2022,63,42,18,10,5,5,63,Vừa Phải
88,Bảo Thắng,31/03/2022,52,27,12,8,9,3,52,Vừa Phải
89,Bảo Thắng,1/4/2022,25,35,15,9,3,10,35,Tốt
90,Bảo Thắng,2/4/2022,35,46,29,9,9,11,46,Tốt
91,Bảo Thắng,3/4/2022,50,63,40,12,13,8,63,Vừa Phải
92,Bảo Thắng,4/4/2022,83,73,48,13,11,8,83,Vừa Phải
93,Bảo Thắng,5/4/2022,117,73,34,14,12,10,117,Không tốt cho người nhạy cảm
94,Bảo Thắng,6/4/2022,128,64,31,13,7,9,128,Không tốt cho người nhạy cảm
95,Bảo Thắng,7/4/2022,97,70,36,14,17,9,97,Vừa Phải
96,Bảo Thắng,8/4/2022,102,71,52,13,16,6,102,Không tốt cho người nhạy cảm
97,Bảo Thắng,9/4/2022,110,57,39,10,4,2,110,Không tốt cho người nhạy cảm
98,Bảo Thắng,10/4/2022,82,54,23,10,2,2,82,Vừa Phải
99,Bảo Thắng,11/4/2022,76,45,18,10,2,3,76,Vừa Phải
100,Bảo Thắng,12/4/2022,61,44,25,11,2,3,61,Vừa Phải
101,Bảo Thắng,13/04/2022,58,53,23,12,2,2,58,Vừa Phải
102,Bảo Thắng,14/04/2022,70,39,9,9,1,2,70,Vừa Phải
103,Bảo Thắng,15/04/2022,58,0,0,0,0,0,58,Vừa Phải
104,Bảo Thắng,17/04/2022,0,26,3,12,1,3,26,Tốt
105,Bảo Thắng,18/04/2022,20,34,16,10,6,4,34,Tốt
106,Bảo Thắng,19/04/2022,31,49,25,11,9,6,49,Tốt
107,Bảo Thắng,20/04/2022,60,57,21,12,3,4,60,Vừa Phải
108,Bảo Thắng,21/04/2022,83,53,14,11,6,7,83,Vừa Phải
109,Bảo Thắng,22/04/2022,78,50,25,11,6,6,78,Vừa Phải
110,Bảo Thắng,23/04/2022,65,43,25,8,2,2,65,Vừa Phải
111,Bảo Thắng,24/04/2022,52,71,29,11,16,4,71,Vừa Phải
112,Bảo Thắng,25/04/2022,95,81,36,12,16,4,95,Vừa Phải
113,Bảo Thắng,26/04/2022,116,64,31,9,2,3,116,Không tốt cho người nhạy cảm
114,Bảo Thắng,27/04/2022,94,63,32,8,2,3,94,Vừa Phải
115,Bảo Thắng,28/04/2022,95,37,13,8,1,2,95,Vừa Phải
116,Bảo Thắng,29/04/2022,42,46,20,10,8,6,46,Tốt
117,Bảo Thắng,30/04/2022,60,30,14,6,4,3,60,Vừa Phải
118,Bảo Thắng,1/5/2022,32,36,18,10,3,5,36,Tốt
119,Bảo Thắng,2/5/2022,40,49,27,11,9,5,49,Tốt
120,Bảo Thắng,3/5/2022,58,40,28,10,8,7,58,Vừa Phải
121,Bảo Thắng,4/5/2022,47,30,39,12,13,5,47,Tốt
122,Bảo Thắng,5/5/2022,33,25,26,12,4,4,33,Tốt
123,Bảo Thắng,6/5/2022,34,24,28,9,8,5,34,Tốt
124,Bảo Thắng,7/5/2022,37,26,12,9,9,3,37,Tốt
125,Bảo Thắng,8/5/2022,34,23,8,7,1,2,34,Tốt
126,Bảo Thắng,9/5/2022,31,24,13,11,16,4,31,Tốt
127,Bảo Thắng,10/5/2022,32,23,10,9,7,3,32,Tốt
128,Bảo Thắng,11/5/2022,33,22,7,8,3,2,33,Tốt
129,Bảo Thắng,12/5/2022,32,25,16,7,2,2,32,Tốt
130,Bảo Thắng,13/05/2022,32,25,11,6,1,2,32,Tốt
131,Bảo Thắng,14/05/2022,32,22,8,7,3,3,32,Tốt
132,Bảo Thắng,15/05/2022,33,20,8,8,9,3,33,Tốt
133,Bảo Thắng,16/05/2022,25,3,15,9,4,3,25,Tốt
134,Bảo Thắng,17/05/2022,5,3,27,9,2,3,27,Tốt
135,Bảo Thắng,18/05/2022,6,4,21,9,2,3,21,Tốt
136,Bảo Thắng,19/05/2022,7,2,12,8,1,3,12,Tốt
137,Bảo Thắng,20/05/2022,5,1,7,7,1,2,7,Tốt
138,Bảo Thắng,21/05/2022,3,1,6,7,1,2,7,Tốt
139,Bảo Thắng,22/05/2022,2,0,8,5,1,2,8,Tốt
140,Bảo Thắng,23/05/2022,0,0,12,6,63,3,63,Vừa Phải
141,Bảo Thắng,24/05/2022,0,0,11,6,4,2,11,Tốt
142,Bảo Thắng,25/05/2022,0,0,24,8,7,3,24,Tốt
143,Bảo Thắng,26/05/2022,0,0,13,6,9,2,13,Tốt
144,Bảo Thắng,27/05/2022,10,0,19,7,18,2,19,Tốt
145,Bảo Thắng,28/05/2022,0,0,18,5,17,1,18,Tốt
146,Bảo Thắng,29/05/2022,0,0,16,7,21,1,21,Tốt
147,Bảo Thắng,30/05/2022,0,0,48,8,23,1,48,Tốt
148,Bảo Thắng,31/05/2022,0,0,18,6,2,2,18,Tốt
149,Bảo Thắng,1/6/2022,0,0,27,2,20,3,27,Tốt
150,Bảo Thắng,2/6/2022,0,0,21,2,17,4,21,Tốt
151,Bảo Thắng,3/6/2022,0,0,22,2,12,4,22,Tốt
152,Bảo Thắng,4/6/2022,0,0,21,2,14,4,21,Tốt
153,Bảo Thắng,5/6/2022,0,0,10,7,4,3,10,Tốt
154,Bảo Thắng,6/6/2022,0,0,18,3,7,3,18,Tốt
155,Bảo Thắng,7/6/2022,0,24,14,3,16,4,24,Tốt
156,Bảo Thắng,8/6/2022,24,34,13,1,0,0,34,Tốt
157,Bảo Thắng,9/6/2022,36,60,10,2,0,0,60,Vừa Phải
158,Bảo Thắng,10/6/2022,81,55,5,1,0,0,81,Vừa Phải
159,Bảo Thắng,11/6/2022,78,44,12,1,0,0,78,Vừa Phải
160,Bảo Thắng,12/6/2022,55,40,12,1,0,0,55,Vừa Phải
161,Bảo Thắng,13/06/2022,40,19,13,1,0,0,40,Tốt
162,Bảo Thắng,14/06/2022,19,29,17,1,0,0,29,Tốt
163,Bảo Thắng,15/06/2022,31,40,16,2,0,0,40,Tốt
164,Bảo Thắng,16/06/2022,48,49,14,1,0,0,49,Tốt
165,Bảo Thắng,17/06/2022,56,54,13,2,0,0,56,Vừa Phải
166,Bảo Thắng,18/06/2022,66,58,14,2,0,0,66,Vừa Phải
167,Bảo Thắng,19/06/2022,74,63,17,2,0,0,74,Vừa Phải
168,Bảo Thắng,20/06/2022,88,59,22,2,0,0,88,Vừa Phải
169,Bảo Thắng,21/06/2022,75,70,21,2,0,0,75,Vừa Phải
170,Bảo Thắng,22/06/2022,106,57,18,1,0,0,106,Không tốt cho người nhạy cảm
171,Bảo Thắng,23/06/2022,87,46,16,1,0,0,87,Vừa Phải
172,Bảo Thắng,24/06/2022,59,48,15,1,0,0,59,Vừa Phải
173,Bảo Thắng,25/06/2022,66,45,20,1,0,0,66,Vừa Phải
174,Bảo Thắng,26/06/2022,57,70,27,1,0,0,70,Vừa Phải
175,Bảo Thắng,27/06/2022,107,69,17,1,0,0,107,Không tốt cho người nhạy cảm
176,Bảo Thắng,28/06/2022,111,35,9,1,0,0,111,Không tốt cho người nhạy cảm
177,Bảo Thắng,29/06/2022,39,42,15,1,0,0,42,Tốt
178,Bảo Thắng,30/06/2022,49,43,24,1,0,0,49,Tốt
179,Bảo Thắng,1/7/2022,51,60,15,1,0,0,60,Vừa Phải
180,Bảo Thắng,2/7/2022,76,56,13,1,0,0,76,Vừa Phải
181,Bảo Thắng,3/7/2022,76,65,6,1,0,0,76,Vừa Phải
182,Bảo Thắng,4/7/2022,96,53,0,1,0,0,96,Vừa Phải
183,Bảo Thắng,5/7/2022,68,47,12,1,0,0,68,Vừa Phải
184,Bảo Thắng,6/7/2022,61,38,0,1,0,0,61,Vừa Phải
185,Bảo Thắng,7/7/2022,50,35,0,1,0,0,50,Tốt
186,Bảo Thắng,8/7/2022,35,21,0,1,0,0,35,Tốt
187,Bảo Thắng,9/7/2022,24,19,0,1,0,0,24,Tốt
188,Bảo Thắng,10/7/2022,26,1,0,1,0,0,26,Tốt
189,Bảo Thắng,11/7/2022,1,0,0,1,0,0,1,Tốt
190,Bảo Thắng,12/7/2022,0,0,0,1,0,0,1,Tốt
191,Bảo Thắng,13/07/2022,0,0,0,1,0,0,1,Tốt
192,Bảo Thắng,14/07/2022,0,1,0,1,0,0,1,Tốt
193,Bảo Thắng,15/07/2022,0,0,0,1,0,0,1,Tốt
194,Bảo Thắng,16/07/2022,0,0,0,1,0,0,1,Tốt
195,Bảo Thắng,17/07/2022,0,0,0,1,0,0,1,Tốt
196,Bảo Thắng,18/07/2022,0,0,0,1,0,0,1,Tốt
197,Bảo Thắng,19/07/2022,0,1,0,1,0,0,1,Tốt
198,Bảo Thắng,20/07/2022,1,0,0,1,0,0,1,Tốt
199,Bảo Thắng,21/07/2022,0,0,0,1,0,0,1,Tốt
200,Bảo Thắng,22/07/2022,0,0,0,1,0,0,1,Tốt
201,Bảo Thắng,23/07/2022,0,1,0,1,0,0,1,Tốt
202,Bảo Thắng,24/07/2022,0,1,0,1,5,0,5,Tốt
203,Bảo Thắng,25/07/2022,1,1,0,1,4,0,4,Tốt
204,Bảo Thắng,26/07/2022,1,0,0,1,3,0,3,Tốt
205,Bảo Thắng,27/07/2022,0,0,0,1,3,0,3,Tốt
206,Bảo Thắng,28/07/2022,0,0,0,1,4,0,4,Tốt
207,Bảo Thắng,29/07/2022,0,0,0,1,4,0,4,Tốt
208,Bảo Thắng,30/07/2022,0,0,0,1,6,0,6,Tốt
209,Bảo Thắng,31/07/2022,0,0,0,1,4,0,4,Tốt
210,Bảo Thắng,1/8/2022,0,0,0,1,3,0,3,Tốt
211,Bảo Thắng,2/8/2022,0,0,0,1,4,0,4,Tốt
212,Bảo Thắng,3/8/2022,0,0,0,1,5,0,5,Tốt
213,Bảo Thắng,4/8/2022,0,0,0,1,4,0,4,Tốt
214,Bảo Thắng,5/8/2022,0,0,0,1,3,0,3,Tốt
215,Bảo Thắng,6/8/2022,0,0,0,1,7,2,7,Tốt
216,Bảo Thắng,7/8/2022,0,0,0,2,11,2,11,Tốt
217,Bảo Thắng,8/8/2022,0,0,0,2,3,2,3,Tốt
218,Bảo Thắng,9/8/2022,0,0,0,3,3,2,3,Tốt
219,Bảo Thắng,10/8/2022,0,0,0,46,1,1,46,Tốt
220,Bảo Thắng,11/8/2022,0,0,0,0,6,2,6,Tốt
221,Bảo Thắng,12/8/2022,0,0,0,0,1,3,3,Tốt
222,Bảo Thắng,13/08/2022,0,0,0,0,6,3,6,Tốt
223,Bảo Thắng,14/08/2022,0,0,0,0,1,3,3,Tốt
224,Bảo Thắng,15/08/2022,0,0,0,0,4,3,4,Tốt
225,Bảo Thắng,16/08/2022,0,0,0,1,13,5,13,Tốt
226,Bảo Thắng,17/08/2022,0,0,0,1,23,4,23,Tốt
227,Bảo Thắng,18/08/2022,0,0,0,34,4,4,34,Tốt
228,Bảo Thắng,19/08/2022,0,0,0,5,5,3,5,Tốt
229,Bảo Thắng,20/08/2022,0,0,0,0,6,3,6,Tốt
230,Bảo Thắng,21/08/2022,0,0,0,41,6,3,41,Tốt
231,Bảo Thắng,22/08/2022,0,0,0,26,7,4,26,Tốt
232,Bảo Thắng,4/9/2022,0,0,0,1,1,6,6,Tốt
233,Bảo Thắng,5/9/2022,0,0,0,1,2,6,6,Tốt
234,Bảo Thắng,6/9/2022,0,0,0,6,8,6,8,Tốt
235,Bảo Thắng,7/9/2022,0,0,0,0,2,6,6,Tốt
236,Bảo Thắng,8/9/2022,0,0,0,9,9,5,9,Tốt
237,Bảo Thắng,9/9/2022,0,0,0,0,3,5,5,Tốt
238,Bảo Thắng,10/9/2022,0,0,0,0,2,5,5,Tốt
239,Bảo Thắng,11/9/2022,0,0,0,0,1,5,5,Tốt
240,Bảo Thắng,12/9/2022,0,0,0,0,0,5,5,Tốt
241,Bảo Thắng,13/09/2022,0,0,0,48,4,6,48,Tốt
242,Bảo Thắng,14/09/2022,0,0,0,0,4,6,6,Tốt
243,Bảo Thắng,15/09/2022,0,0,0,0,1,5,5,Tốt
244,Bảo Thắng,16/09/2022,0,0,0,0,1,5,5,Tốt
245,Bảo Thắng,17/09/2022,0,0,0,0,4,4,4,Tốt
246,Bảo Thắng,18/09/2022,0,0,0,0,4,6,6,Tốt
247,Bảo Thắng,19/09/2022,0,0,0,60,2,5,60,Vừa Phải
248,Bảo Thắng,20/09/2022,0,0,0,29,4,5,29,Tốt
249,Bảo Thắng,21/09/2022,0,33,9,1,6,5,33,Tốt
250,Bảo Thắng,22/09/2022,28,37,0,7,3,5,37,Tốt
251,Bảo Thắng,23/09/2022,36,47,0,6,2,6,47,Tốt
252,Bảo Thắng,24/09/2022,58,32,0,6,1,6,58,Vừa Phải
253,Bảo Thắng,25/09/2022,41,41,0,0,3,5,41,Tốt
254,Bảo Thắng,26/09/2022,42,54,0,3,3,5,54,Vừa Phải
255,Bảo Thắng,27/09/2022,61,61,0,68,2,3,68,Vừa Phải
256,Bảo Thắng,28/09/2022,82,37,1,16,1,3,82,Vừa Phải
257,Bảo Thắng,29/09/2022,51,29,0,82,4,4,82,Vừa Phải
258,Bảo Thắng,30/09/2022,41,0,0,0,0,0,41,Tốt
259,Bảo Thắng,11/10/2022,69,0,0,0,1,3,3,Tốt
260,Bảo Thắng,12/10/2022,83,0,0,0,17,4,17,Tốt
261,Bảo Thắng,13/10/2022,70,0,0,0,10,4,10,Tốt
262,Bảo Thắng,14/10/2022,47,0,0,0,8,5,8,Tốt
263,Bảo Thắng,15/10/2022,61,0,0,0,12,5,12,Tốt
264,Bảo Thắng,16/10/2022,101,0,0,0,6,5,6,Tốt
265,Bảo Thắng,17/10/2022,96,0,0,0,1,4,4,Tốt
266,Bảo Thắng,18/10/2022,113,0,0,0,13,4,13,Tốt
267,Bảo Thắng,19/10/2022,80,0,0,0,15,5,15,Tốt
268,Bảo Thắng,20/10/2022,55,0,0,0,10,5,10,Tốt
269,Bảo Thắng,21/10/2022,90,0,9,1,11,4,11,Tốt
270,Bảo Thắng,22/10/2022,136,0,4,2,7,3,7,Tốt
271,Bảo Thắng,23/10/2022,124,0,4,26,14,3,26,Tốt
272,Bảo Thắng,24/10/2022,103,0,7,1,7,2,7,Tốt
273,Bảo Thắng,25/10/2022,111,0,13,1,1,3,13,Tốt
274,Bảo Thắng,26/10/2022,38,0,9,2,1,3,9,Tốt
275,Bảo Thắng,27/10/2022,59,0,4,1,3,4,4,Tốt
276,Bảo Thắng,28/10/2022,113,0,5,2,6,4,6,Tốt
277,Bảo Thắng,29/10/2022,119,0,6,7,4,4,7,Tốt
278,Bảo Thắng,30/10/2022,62,0,5,8,17,4,17,Tốt
279,Bảo Thắng,31/10/2022,58,0,5,3,6,3,6,Tốt
280,Bảo Thắng,1/11/2022,68,0,7,3,1,2,7,Tốt
281,Bảo Thắng,2/11/2022,76,0,7,1,9,3,9,Tốt
282,Bảo Thắng,3/11/2022,114,0,31,3,12,3,31,Tốt
283,Bảo Thắng,4/11/2022,57,0,33,5,5,3,33,Tốt
284,Bảo Thắng,5/11/2022,82,0,37,4,12,4,37,Tốt
285,Bảo Thắng,6/11/2022,62,0,36,2,2,4,36,Tốt
286,Bảo Thắng,7/11/2022,100,0,42,4,16,6,42,Tốt
287,Bảo Thắng,8/11/2022,116,0,38,3,1,4,38,Tốt
288,Bảo Thắng,9/11/2022,68,0,35,2,16,4,35,Tốt
289,Bảo Thắng,10/11/2022,93,0,31,4,10,4,31,Tốt
290,Bảo Thắng,11/11/2022,63,0,29,2,13,5,29,Tốt
291,Bảo Thắng,12/11/2022,74,0,29,3,6,6,29,Tốt
292,Bảo Thắng,13/11/2022,55,0,28,2,15,6,28,Tốt
293,Bảo Thắng,14/11/2022,66,0,20,2,8,5,20,Tốt
294,Bảo Thắng,15/11/2022,90,0,10,4,3,6,10,Tốt
295,Bảo Thắng,16/11/2022,78,0,16,2,2,5,16,Tốt
296,Bảo Thắng,17/11/2022,51,0,18,2,10,5,18,Tốt
297,Bảo Thắng,18/11/2022,100,0,16,2,7,5,16,Tốt
298,Bảo Thắng,19/11/2022,102,0,15,1,3,4,15,Tốt
299,Bảo Thắng,20/11/2022,101,0,18,3,1,4,18,Tốt
300,Bảo Thắng,21/11/2022,119,0,24,2,1,4,24,Tốt
301,Bảo Thắng,22/11/2022,129,0,31,3,12,5,31,Tốt
302,Bảo Thắng,23/11/2022,149,0,25,2,7,5,25,Tốt
303,Bảo Thắng,24/11/2022,118,0,15,3,5,6,15,Tốt
304,Bảo Thắng,25/11/2022,123,0,13,7,2,4,13,Tốt
305,Bảo Thắng,26/11/2022,123,0,10,2,3,4,10,Tốt
306,Bảo Thắng,27/11/2022,127,0,16,3,6,5,16,Tốt
307,Bảo Thắng,28/11/2022,141,0,19,2,3,4,19,Tốt
308,Bảo Thắng,29/11/2022,147,0,22,16,14,3,22,Tốt
309,Bảo Thắng,30/11/2022,85,0,22,5,14,3,22,Tốt
310,Bảo Thắng,1/12/2022,37,0,7,2,1,2,7,Tốt
311,Bảo Thắng,2/12/2022,62,0,9,0,2,2,9,Tốt
312,Bảo Thắng,3/12/2022,100,0,13,2,12,3,13,Tốt
313,Bảo Thắng,4/12/2022,110,0,14,0,8,3,14,Tốt
314,Bảo Thắng,5/12/2022,57,43,8,4,9,2,43,Tốt
315,Bảo Thắng,6/12/2022,54,53,11,2,1,2,53,Vừa Phải
316,Bảo Thắng,7/12/2022,107,39,4,3,2,1,74,Vừa Phải
317,Bảo Thắng,8/12/2022,93,26,5,2,3,1,49,Tốt
318,Bảo Thắng,9/12/2022,99,24,3,1,1,1,29,Tốt
319,Bảo Thắng,10/12/2022,89,33,3,2,1,1,33,Tốt
320,Bảo Thắng,11/12/2022,59,0,9,1,1,1,41,Tốt
321,Bảo Thắng,14/12/2022,72,72,0,0,0,0,72,Vừa Phải
322,Bảo Thắng,15/12/2022,172,80,25,5,8,2,116,Không tốt cho người nhạy cảm
323,Bảo Thắng,16/12/2022,180,58,23,5,16,2,143,Không tốt cho người nhạy cảm
324,Bảo Thắng,17/12/2022,142,54,10,3,13,3,99,Vừa Phải
325,Bảo Thắng,18/12/2022,64,62,16,3,4,3,73,Vừa Phải
326,Bảo Thắng,19/12/2022,54,79,19,3,7,3,86,Vừa Phải
327,Bảo Thắng,20/12/2022,38,89,30,4,12,4,136,Không tốt cho người nhạy cảm
328,Bảo Thắng,21/12/2022,60,94,21,8,10,5,158,Không tốt
329,Bảo Thắng,22/12/2022,50,82,11,9,14,5,167,Không tốt
330,Bảo Thắng,23/12/2022,82,82,23,9,8,4,135,Không tốt cho người nhạy cảm
331,Bảo Thắng,24/12/2022,50,80,20,11,6,3,134,Không tốt cho người nhạy cảm
332,Bảo Thắng,25/12/2022,42,86,31,7,5,3,137,Không tốt cho người nhạy cảm
333,Bảo Thắng,26/12/2022,38,40,20,6,14,4,150,Không tốt cho người nhạy cảm
334,Bảo Thắng,27/12/2022,71,22,7,2,12,3,69,Vừa Phải
335,Bảo Thắng,28/12/2022,71,17,11,2,4,4,36,Tốt
336,Bảo Thắng,29/12/2022,81,26,1,1,2,4,26,Tốt
337,Bảo Thắng,30/12/2022,32,52,2,2,6,4,52,Vừa Phải
338,Bảo Thắng,31/12/2022,54,51,4,3,4,5,73,Vừa Phải
339,Bảo Thắng,1/1/2023,44,62,6,2,5,4,72,Vừa Phải
340,Bảo Thắng,2/1/2023,42,50,16,2,3,4,96,Vừa Phải
341,Bảo Thắng,3/1/2023,74,59,26,1,16,5,66,Vừa Phải
342,Bảo Thắng,4/1/2023,70,64,26,1,13,4,93,Vừa Phải
343,Bảo Thắng,5/1/2023,52,70,28,8,23,5,102,Không tốt cho người nhạy cảm
344,Bảo Thắng,6/1/2023,52,56,30,3,17,4,106,Không tốt cho người nhạy cảm
345,Bảo Thắng,7/1/2023,52,74,17,3,18,5,82,Vừa Phải
346,Bảo Thắng,8/1/2023,104,63,13,1,14,5,99,Vừa Phải
347,Bảo Thắng,9/1/2023,104,73,14,9,14,5,104,Không tốt cho người nhạy cảm
348,Bảo Thắng,10/1/2023,25,79,15,2,15,6,128,Không tốt cho người nhạy cảm
349,Bảo Thắng,11/1/2023,27,57,14,1,14,5,143,Không tốt cho người nhạy cảm
350,Bảo Thắng,12/1/2023,20,72,15,4,16,5,88,Vừa Phải
351,Bảo Thắng,13/01/2023,20,65,13,3,15,5,100,Vừa Phải
352,Bảo Thắng,14/01/2023,24,72,14,2,17,5,97,Vừa Phải
353,Bảo Thắng,15/01/2023,30,25,8,2,13,4,111,Không tốt cho người nhạy cảm
354,Bảo Thắng,16/01/2023,27,40,9,0,14,4,40,Tốt
355,Bảo Thắng,17/01/2023,29,42,9,0,14,4,57,Vừa Phải
356,Bảo Thắng,18/01/2023,48,52,12,1,14,4,63,Vừa Phải
357,Bảo Thắng,19/01/2023,26,61,12,6,14,4,85,Vừa Phải
358,Bảo Thắng,20/01/2023,16,73,4,0,14,6,106,Không tốt cho người nhạy cảm
