,Unnamed: 0,địa điểm trạm đo,date,pm25,pm10,o3,no2,so2,co,aqi
118,118,Tằng Loỏng 2,2022-05-01,32,36,18,10,3,5,36
119,119,Tằng Loỏng 2,2022-05-02,40,49,27,11,9,5,49
120,120,Tằng Loỏng 2,2022-05-03,58,40,28,10,8,7,58
121,121,Tằng Loỏng 2,2022-05-04,47,30,39,12,13,5,47
122,122,Tằng Loỏng 2,2022-05-05,33,25,26,12,4,4,33
123,123,Tằng Loỏng 2,2022-05-06,34,24,28,9,8,5,34
124,124,Tằng Loỏng 2,2022-05-07,37,26,12,9,9,3,37
125,125,Tằng Loỏng 2,2022-05-08,34,23,8,7,1,2,34
126,126,Tằng Loỏng 2,2022-05-09,31,24,13,11,16,4,31
127,127,Tằng Loỏng 2,2022-05-10,32,23,10,9,7,3,32
128,128,Tằng Loỏng 2,2022-05-11,33,22,7,8,3,2,33
129,129,Tằng Loỏng 2,2022-05-12,32,25,16,7,2,2,32
130,130,Tằng Loỏng 2,2022-05-13,32,25,11,6,1,2,32
131,131,Tằng Loỏng 2,2022-05-14,32,22,8,7,3,3,32
132,132,Tằng Loỏng 2,2022-05-15,33,20,8,8,9,3,33
133,133,Tằng Loỏng 2,2022-05-16,25,3,15,9,4,3,25
134,134,Tằng Loỏng 2,2022-05-17,5,3,27,9,2,3,27
135,135,Tằng Loỏng 2,2022-05-18,6,4,21,9,2,3,21
136,136,Tằng Loỏng 2,2022-05-19,7,2,12,8,1,3,12
137,137,Tằng Loỏng 2,2022-05-20,5,1,7,7,1,2,7
138,138,Tằng Loỏng 2,2022-05-21,3,1,6,7,1,2,7
139,139,Tằng Loỏng 2,2022-05-22,2,0,8,5,1,2,8
140,140,Tằng Loỏng 2,2022-05-23,0,0,12,6,63,3,63
141,141,Tằng Loỏng 2,2022-05-24,0,0,11,6,4,2,11
142,142,Tằng Loỏng 2,2022-05-25,0,0,24,8,7,3,24
143,143,Tằng Loỏng 2,2022-05-26,0,0,13,6,9,2,13
144,144,Tằng Loỏng 2,2022-05-27,10,0,19,7,18,2,19
145,145,Tằng Loỏng 2,2022-05-28,0,0,18,5,17,1,18
146,146,Tằng Loỏng 2,2022-05-29,0,0,16,7,21,1,21
147,147,Tằng Loỏng 2,2022-05-30,0,0,48,8,23,1,48
148,148,Tằng Loỏng 2,2022-05-31,0,0,18,6,2,2,18
149,149,Tằng Loỏng 2,2022-06-01,0,0,27,2,20,3,27
150,150,Tằng Loỏng 2,2022-06-02,0,0,21,2,17,4,21
151,151,Tằng Loỏng 2,2022-06-03,0,0,22,2,12,4,22
152,152,Tằng Loỏng 2,2022-06-04,0,0,21,2,14,4,21
153,153,Tằng Loỏng 2,2022-06-05,0,0,10,7,4,3,10
154,154,Tằng Loỏng 2,2022-06-06,0,0,18,3,7,3,18
155,155,Tằng Loỏng 2,2022-06-07,0,24,14,3,16,4,24
156,156,Tằng Loỏng 2,2022-06-08,24,34,13,1,0,0,34
157,157,Tằng Loỏng 2,2022-06-09,36,60,10,2,0,0,60
158,158,Tằng Loỏng 2,2022-06-10,81,55,5,1,0,0,81
159,159,Tằng Loỏng 2,2022-06-11,78,44,12,1,0,0,78
160,160,Tằng Loỏng 2,2022-06-12,55,40,12,1,0,0,55
161,161,Tằng Loỏng 2,2022-06-13,40,19,13,1,0,0,40
162,162,Tằng Loỏng 2,2022-06-14,19,29,17,1,0,0,29
163,163,Tằng Loỏng 2,2022-06-15,31,40,16,2,0,0,40
164,164,Tằng Loỏng 2,2022-06-16,48,49,14,1,0,0,49
165,165,Tằng Loỏng 2,2022-06-17,56,54,13,2,0,0,56
166,166,Tằng Loỏng 2,2022-06-18,66,58,14,2,0,0,66
167,167,Tằng Loỏng 2,2022-06-19,74,63,17,2,0,0,74
168,168,Tằng Loỏng 2,2022-06-20,88,59,22,2,0,0,88
169,169,Tằng Loỏng 2,2022-06-21,75,70,21,2,0,0,75
170,170,Tằng Loỏng 2,2022-06-22,106,57,18,1,0,0,106
171,171,Tằng Loỏng 2,2022-06-23,87,46,16,1,0,0,87
172,172,Tằng Loỏng 2,2022-06-24,59,48,15,1,0,0,59
173,173,Tằng Loỏng 2,2022-06-25,66,45,20,1,0,0,66
174,174,Tằng Loỏng 2,2022-06-26,57,70,27,1,0,0,70
175,175,Tằng Loỏng 2,2022-06-27,107,69,17,1,0,0,107
176,176,Tằng Loỏng 2,2022-06-28,111,35,9,1,0,0,111
177,177,Tằng Loỏng 2,2022-06-29,39,42,15,1,0,0,42
178,178,Tằng Loỏng 2,2022-06-30,49,43,24,1,0,0,49
179,179,Tằng Loỏng 2,2022-07-01,51,60,15,1,0,0,60
180,180,Tằng Loỏng 2,2022-07-02,76,56,13,1,0,0,76
181,181,Tằng Loỏng 2,2022-07-03,76,65,6,1,0,0,76
182,182,Tằng Loỏng 2,2022-07-04,96,53,0,1,0,0,96
183,183,Tằng Loỏng 2,2022-07-05,68,47,12,1,0,0,68
184,184,Tằng Loỏng 2,2022-07-06,61,38,0,1,0,0,61
185,185,Tằng Loỏng 2,2022-07-07,50,35,0,1,0,0,50
186,186,Tằng Loỏng 2,2022-07-08,35,21,0,1,0,0,35
187,187,Tằng Loỏng 2,2022-07-09,24,19,0,1,0,0,24
188,188,Tằng Loỏng 2,2022-07-10,26,1,0,1,0,0,26
189,189,Tằng Loỏng 2,2022-07-11,1,0,0,1,0,0,1
190,190,Tằng Loỏng 2,2022-07-12,0,0,0,1,0,0,1
191,191,Tằng Loỏng 2,2022-07-13,0,0,0,1,0,0,1
192,192,Tằng Loỏng 2,2022-07-14,0,1,0,1,0,0,1
193,193,Tằng Loỏng 2,2022-07-15,0,0,0,1,0,0,1
194,194,Tằng Loỏng 2,2022-07-16,0,0,0,1,0,0,1
195,195,Tằng Loỏng 2,2022-07-17,0,0,0,1,0,0,1
196,196,Tằng Loỏng 2,2022-07-18,0,0,0,1,0,0,1
197,197,Tằng Loỏng 2,2022-07-19,0,1,0,1,0,0,1
198,198,Tằng Loỏng 2,2022-07-20,1,0,0,1,0,0,1
199,199,Tằng Loỏng 2,2022-07-21,0,0,0,1,0,0,1
200,200,Tằng Loỏng 2,2022-07-22,0,0,0,1,0,0,1
201,201,Tằng Loỏng 2,2022-07-23,0,1,0,1,0,0,1
202,202,Tằng Loỏng 2,2022-07-24,0,1,0,1,5,0,5
203,203,Tằng Loỏng 2,2022-07-25,1,1,0,1,4,0,4
204,204,Tằng Loỏng 2,2022-07-26,1,0,0,1,3,0,3
205,205,Tằng Loỏng 2,2022-07-27,0,0,0,1,3,0,3
206,206,Tằng Loỏng 2,2022-07-28,0,0,0,1,4,0,4
207,207,Tằng Loỏng 2,2022-07-29,0,0,0,1,4,0,4
208,208,Tằng Loỏng 2,2022-07-30,0,0,0,1,6,0,6
209,209,Tằng Loỏng 2,2022-07-31,0,0,0,1,4,0,4
210,210,Tằng Loỏng 2,2022-08-01,0,0,0,1,3,0,3
211,211,Tằng Loỏng 2,2022-08-02,0,0,0,1,4,0,4
212,212,Tằng Loỏng 2,2022-08-03,0,0,0,1,5,0,5
213,213,Tằng Loỏng 2,2022-08-04,0,0,0,1,4,0,4
214,214,Tằng Loỏng 2,2022-08-05,0,0,0,1,3,0,3
215,215,Tằng Loỏng 2,2022-08-06,0,0,0,1,7,2,7
216,216,Tằng Loỏng 2,2022-08-07,0,0,0,2,11,2,11
217,217,Tằng Loỏng 2,2022-08-08,0,0,0,2,3,2,3
218,218,Tằng Loỏng 2,2022-08-09,0,0,0,3,3,2,3
219,219,Tằng Loỏng 2,2022-08-10,0,0,0,46,1,1,46
220,220,Tằng Loỏng 2,2022-08-11,0,0,0,0,6,2,6
221,221,Tằng Loỏng 2,2022-08-12,0,0,0,0,1,3,3
222,222,Tằng Loỏng 2,2022-08-13,0,0,0,0,6,3,6
223,223,Tằng Loỏng 2,2022-08-14,0,0,0,0,1,3,3
224,224,Tằng Loỏng 2,2022-08-15,0,0,0,0,4,3,4
225,225,Tằng Loỏng 2,2022-08-16,0,0,0,1,13,5,13
226,226,Tằng Loỏng 2,2022-08-17,0,0,0,1,23,4,23
227,227,Tằng Loỏng 2,2022-08-18,0,0,0,34,4,4,34
228,228,Tằng Loỏng 2,2022-08-19,0,0,0,5,5,3,5
229,229,Tằng Loỏng 2,2022-08-20,0,0,0,0,6,3,6
230,230,Tằng Loỏng 2,2022-08-21,0,0,0,41,6,3,41
231,231,Tằng Loỏng 2,2022-08-22,0,0,0,26,7,4,26
232,232,Tằng Loỏng 2,2022-09-04,0,0,0,1,1,6,6
233,233,Tằng Loỏng 2,2022-09-05,0,0,0,1,2,6,6
234,234,Tằng Loỏng 2,2022-09-06,0,0,0,6,8,6,8
235,235,Tằng Loỏng 2,2022-09-07,0,0,0,0,2,6,6
236,236,Tằng Loỏng 2,2022-09-08,0,0,0,9,9,5,9
237,237,Tằng Loỏng 2,2022-09-09,0,0,0,0,3,5,5
238,238,Tằng Loỏng 2,2022-09-10,0,0,0,0,2,5,5
239,239,Tằng Loỏng 2,2022-09-11,0,0,0,0,1,5,5
240,240,Tằng Loỏng 2,2022-09-12,0,0,0,0,0,5,5
241,241,Tằng Loỏng 2,2022-09-13,0,0,0,48,4,6,48
242,242,Tằng Loỏng 2,2022-09-14,0,0,0,0,4,6,6
243,243,Tằng Loỏng 2,2022-09-15,0,0,0,0,1,5,5
244,244,Tằng Loỏng 2,2022-09-16,0,0,0,0,1,5,5
245,245,Tằng Loỏng 2,2022-09-17,0,0,0,0,4,4,4
246,246,Tằng Loỏng 2,2022-09-18,0,0,0,0,4,6,6
247,247,Tằng Loỏng 2,2022-09-19,0,0,0,60,2,5,60
248,248,Tằng Loỏng 2,2022-09-20,0,0,0,29,4,5,29
249,249,Tằng Loỏng 2,2022-09-21,0,33,9,1,6,5,33
250,250,Tằng Loỏng 2,2022-09-22,28,37,0,7,3,5,37
251,251,Tằng Loỏng 2,2022-09-23,36,47,0,6,2,6,47
252,252,Tằng Loỏng 2,2022-09-24,58,32,0,6,1,6,58
253,253,Tằng Loỏng 2,2022-09-25,41,41,0,0,3,5,41
254,254,Tằng Loỏng 2,2022-09-26,42,54,0,3,3,5,54
255,255,Tằng Loỏng 2,2022-09-27,61,61,0,68,2,3,68
256,256,Tằng Loỏng 2,2022-09-28,82,37,1,16,1,3,82
257,257,Tằng Loỏng 2,2022-09-29,51,29,0,82,4,4,82
258,258,Tằng Loỏng 2,2022-09-30,41,0,0,0,0,0,41
259,259,Tằng Loỏng 2,2022-10-11,0,0,0,0,1,3,3
260,260,Tằng Loỏng 2,2022-10-12,0,0,0,0,17,4,17
261,261,Tằng Loỏng 2,2022-10-13,0,0,0,0,10,4,10
262,262,Tằng Loỏng 2,2022-10-14,0,0,0,0,8,5,8
263,263,Tằng Loỏng 2,2022-10-15,0,0,0,0,12,5,12
264,264,Tằng Loỏng 2,2022-10-16,0,0,0,0,6,5,6
265,265,Tằng Loỏng 2,2022-10-17,0,0,0,0,1,4,4
266,266,Tằng Loỏng 2,2022-10-18,0,0,0,0,13,4,13
267,267,Tằng Loỏng 2,2022-10-19,0,0,0,0,15,5,15
268,268,Tằng Loỏng 2,2022-10-20,0,0,0,0,10,5,10
269,269,Tằng Loỏng 2,2022-10-21,0,0,9,1,11,4,11
270,270,Tằng Loỏng 2,2022-10-22,0,0,4,2,7,3,7
271,271,Tằng Loỏng 2,2022-10-23,0,0,4,26,14,3,26
272,272,Tằng Loỏng 2,2022-10-24,0,0,7,1,7,2,7
273,273,Tằng Loỏng 2,2022-10-25,0,0,13,1,1,3,13
274,274,Tằng Loỏng 2,2022-10-26,0,0,9,2,1,3,9
275,275,Tằng Loỏng 2,2022-10-27,0,0,4,1,3,4,4
276,276,Tằng Loỏng 2,2022-10-28,0,0,5,2,6,4,6
277,277,Tằng Loỏng 2,2022-10-29,0,0,6,7,4,4,7
278,278,Tằng Loỏng 2,2022-10-30,0,0,5,8,17,4,17
279,279,Tằng Loỏng 2,2022-10-31,0,0,5,3,6,3,6
280,280,Tằng Loỏng 2,2022-11-01,0,0,7,3,1,2,7
281,281,Tằng Loỏng 2,2022-11-02,0,0,7,1,9,3,9
282,282,Tằng Loỏng 2,2022-11-03,0,0,31,3,12,3,31
283,283,Tằng Loỏng 2,2022-11-04,0,0,33,5,5,3,33
284,284,Tằng Loỏng 2,2022-11-05,0,0,37,4,12,4,37
285,285,Tằng Loỏng 2,2022-11-06,0,0,36,2,2,4,36
286,286,Tằng Loỏng 2,2022-11-07,0,0,42,4,16,6,42
287,287,Tằng Loỏng 2,2022-11-08,0,0,38,3,1,4,38
288,288,Tằng Loỏng 2,2022-11-09,0,0,35,2,16,4,35
289,289,Tằng Loỏng 2,2022-11-10,0,0,31,4,10,4,31
290,290,Tằng Loỏng 2,2022-11-11,0,0,29,2,13,5,29
291,291,Tằng Loỏng 2,2022-11-12,0,0,29,3,6,6,29
292,292,Tằng Loỏng 2,2022-11-13,0,0,28,2,15,6,28
293,293,Tằng Loỏng 2,2022-11-14,0,0,20,2,8,5,20
294,294,Tằng Loỏng 2,2022-11-15,0,0,10,4,3,6,10
295,295,Tằng Loỏng 2,2022-11-16,0,0,16,2,2,5,16
296,296,Tằng Loỏng 2,2022-11-17,0,0,18,2,10,5,18
297,297,Tằng Loỏng 2,2022-11-18,0,0,16,2,7,5,16
298,298,Tằng Loỏng 2,2022-11-19,0,0,15,1,3,4,15
299,299,Tằng Loỏng 2,2022-11-20,0,0,18,3,1,4,18
300,300,Tằng Loỏng 2,2022-11-21,0,0,24,2,1,4,24
301,301,Tằng Loỏng 2,2022-11-22,0,0,31,3,12,5,31
302,302,Tằng Loỏng 2,2022-11-23,0,0,25,2,7,5,25
303,303,Tằng Loỏng 2,2022-11-24,0,0,15,3,5,6,15
304,304,Tằng Loỏng 2,2022-11-25,0,0,13,7,2,4,13
305,305,Tằng Loỏng 2,2022-11-26,0,0,10,2,3,4,10
306,306,Tằng Loỏng 2,2022-11-27,0,0,16,3,6,5,16
307,307,Tằng Loỏng 2,2022-11-28,0,0,19,2,3,4,19
308,308,Tằng Loỏng 2,2022-11-29,0,0,22,16,14,3,22
309,309,Tằng Loỏng 2,2022-11-30,0,0,22,5,14,3,22
310,310,Tằng Loỏng 2,2022-12-01,0,0,7,2,1,2,7
311,311,Tằng Loỏng 2,2022-12-02,0,0,9,0,2,2,9
312,312,Tằng Loỏng 2,2022-12-03,0,0,13,2,12,3,13
313,313,Tằng Loỏng 2,2022-12-04,0,0,14,0,8,3,14
314,314,Tằng Loỏng 2,2022-12-05,0,43,8,4,9,2,43
315,315,Tằng Loỏng 2,2022-12-06,44,53,11,2,1,2,53
316,316,Tằng Loỏng 2,2022-12-07,74,39,4,3,2,1,74
317,317,Tằng Loỏng 2,2022-12-08,49,26,5,2,3,1,49
318,318,Tằng Loỏng 2,2022-12-09,29,24,3,1,1,1,29
319,319,Tằng Loỏng 2,2022-12-10,25,33,3,2,1,1,33
320,320,Tằng Loỏng 2,2022-12-11,41,0,9,1,1,1,41
321,321,Tằng Loỏng 2,2022-12-14,0,72,0,0,0,0,72
322,322,Tằng Loỏng 2,2022-12-15,116,80,25,5,8,2,116
323,323,Tằng Loỏng 2,2022-12-16,143,58,23,5,16,2,143
324,324,Tằng Loỏng 2,2022-12-17,99,54,10,3,13,3,99
325,325,Tằng Loỏng 2,2022-12-18,73,62,16,3,4,3,73
326,326,Tằng Loỏng 2,2022-12-19,86,79,19,3,7,3,86
327,327,Tằng Loỏng 2,2022-12-20,136,89,30,4,12,4,136
328,328,Tằng Loỏng 2,2022-12-21,158,94,21,8,10,5,158
329,329,Tằng Loỏng 2,2022-12-22,167,82,11,9,14,5,167
330,330,Tằng Loỏng 2,2022-12-23,135,82,23,9,8,4,135
331,331,Tằng Loỏng 2,2022-12-24,134,80,20,11,6,3,134
332,332,Tằng Loỏng 2,2022-12-25,137,86,31,7,5,3,137
333,333,Tằng Loỏng 2,2022-12-26,150,40,20,6,14,4,150
334,334,Tằng Loỏng 2,2022-12-27,69,22,7,2,12,3,69
335,335,Tằng Loỏng 2,2022-12-28,36,17,11,2,4,4,36
336,336,Tằng Loỏng 2,2022-12-29,26,26,1,1,2,4,26
337,337,Tằng Loỏng 2,2022-12-30,39,52,2,2,6,4,52
338,338,Tằng Loỏng 2,2022-12-31,73,51,4,3,4,5,73
339,339,Tằng Loỏng 2,2023-01-01,72,62,6,2,5,4,72
340,340,Tằng Loỏng 2,2023-01-02,96,50,16,2,3,4,96
341,341,Tằng Loỏng 2,2023-01-03,66,59,26,1,16,5,66
342,342,Tằng Loỏng 2,2023-01-04,93,64,26,1,13,4,93
343,343,Tằng Loỏng 2,2023-01-05,102,70,28,8,23,5,102
344,344,Tằng Loỏng 2,2023-01-06,106,56,30,3,17,4,106
345,345,Tằng Loỏng 2,2023-01-07,82,74,17,3,18,5,82
346,346,Tằng Loỏng 2,2023-01-08,99,63,13,1,14,5,99
347,347,Tằng Loỏng 2,2023-01-09,104,73,14,9,14,5,104
348,348,Tằng Loỏng 2,2023-01-10,128,79,15,2,15,6,128
349,349,Tằng Loỏng 2,2023-01-11,143,57,14,1,14,5,143
350,350,Tằng Loỏng 2,2023-01-12,88,72,15,4,16,5,88
351,351,Tằng Loỏng 2,2023-01-13,100,65,13,3,15,5,100
352,352,Tằng Loỏng 2,2023-01-14,97,72,14,2,17,5,97
353,353,Tằng Loỏng 2,2023-01-15,111,25,8,2,13,4,111
354,354,Tằng Loỏng 2,2023-01-16,34,40,9,0,14,4,40
355,355,Tằng Loỏng 2,2023-01-17,57,42,9,0,14,4,57
356,356,Tằng Loỏng 2,2023-01-18,63,52,12,1,14,4,63
357,357,Tằng Loỏng 2,2023-01-19,85,61,12,6,14,4,85
358,358,Tằng Loỏng 2,2023-01-20,106,73,4,0,14,6,106
359,359,Tằng Loỏng 2,2023-01-21,141,0,0,0,0,0,141
360,360,Tằng Loỏng 2,2023-01-28,0,63,12,1,15,4,63
361,361,Tằng Loỏng 2,2023-01-29,104,65,15,1,15,5,104
362,362,Tằng Loỏng 2,2023-01-30,115,79,26,12,15,5,115
363,363,Tằng Loỏng 2,2023-01-31,147,88,24,1,15,6,147
364,364,Tằng Loỏng 2,2023-02-01,162,81,18,3,17,6,162
365,365,Tằng Loỏng 2,2023-02-02,152,0,0,0,0,0,152
366,366,Tằng Loỏng 2,2023-02-09,0,39,12,1,17,3,39
367,367,Tằng Loỏng 2,2023-02-10,41,43,15,1,18,3,43
368,368,Tằng Loỏng 2,2023-02-11,51,65,15,3,19,4,65
369,369,Tằng Loỏng 2,2023-02-12,95,69,16,4,19,5,95
370,370,Tằng Loỏng 2,2023-02-13,117,49,8,1,16,5,117
371,371,Tằng Loỏng 2,2023-02-14,79,50,11,3,15,4,79
372,372,Tằng Loỏng 2,2023-02-15,65,44,23,2,16,3,65
373,373,Tằng Loỏng 2,2023-02-16,62,52,28,3,19,3,62
374,374,Tằng Loỏng 2,2023-02-17,75,56,28,3,21,4,75
